1;250473
2;37727
3;12287
4;5419
5;2803
6;1595
7;1069
0;796
8;702
9;508
10;338
11;250
12;204
13;151
14;133
16;93
15;93
17;64
20;42
19;39
18;39
21;31
22;23
23;16
24;14
27;12
25;9
29;9
31;8
34;7
26;7
32;6
30;5
28;4
38;4
35;4
40;3
36;2
37;2
39;2
46;2
42;1
76;1
55;1
57;1
45;1
47;1
33;1
72;1
49;1
48;1
59;1
50;1
41;1
